"shot_id","GAME_ID","MATCHUP","LOCATION","W","FINAL_MARGIN","SHOT_NUMBER","PERIOD","GAME_CLOCK","SHOT_CLOCK","DRIBBLES","TOUCH_TIME","SHOT_DIST(ft)","PTS_TYPE","CLOSEST_DEFENDER","CLOSEST_DEFENDER_PLAYER_ID","CLOSE_DEF_DIST(ft)","FGM","PTS","player_name","player_id"
"41633","21400530","JAN 07, 2015 - ORL @ DEN","A","L","-3","4","3","0:32","6.4","0","0.8","19.8","3","Afflalo, Arron","201167","2.1","0","0","channing frye","101112"
"41859","21400058","NOV 05, 2014 - ORL @ PHI","A","W","2","10","4","11:00","5.9","0","1","6","2","Johnson, Chris","203187","1.4","0","0","channing frye","101112"
"41889","21400897","MAR 04, 2015 - ORL vs. PHX","H","L","-5","11","3","5:07","3.9","0","0.8","24.6","3","Bledsoe, Eric","202339","4.6","0","0","victor oladipo","203506"
"42041","21400739","FEB 04, 2015 - ORL @ SAS","A","L","-7","5","2","11:01","8.8","6","5.8","3.4","2","Baynes, Aron","203382","1","0","0","victor oladipo","203506"
"42072","21400692","JAN 29, 2015 - ORL vs. MIL","H","L","-15","1","1","10:10","9.7","0","0.8","23.1","3","Middleton, Khris","203114","5.5","0","0","victor oladipo","203506"
"42383","21400371","DEC 17, 2014 - ORL @ BOS","A","L","-17","1","1","11:07","12.7","4","3.7","8.3","2","Sullinger, Jared","203096","3.1","0","0","victor oladipo","203506"
"42636","21400842","FEB 25, 2015 - ORL vs. MIA","H","L","-3","6","3","0:33","16.1","11","8","18.8","2","Chalmers, Mario","201596","6.2","0","0","elfrid payton","203901"
"42702","21400706","JAN 31, 2015 - ORL vs. DAL","H","L","-15","6","3","9:47","15.1","9","7.6","18.4","2","Harris, Devin","2734","3.7","0","0","elfrid payton","203901"
"42819","21400530","JAN 07, 2015 - ORL @ DEN","A","L","-3","5","3","4:20","19.2","3","2.9","4.4","2","Arthur, Darrell","201589","1.1","0","0","elfrid payton","203901"
"43221","21400330","DEC 12, 2014 - ORL @ ATL","A","L","-6","3","2","2:57","4.5","2","5","11.3","2","Millsap, Paul","200794","4.8","0","0","kyle oquinn","203124"
"43941","21400212","NOV 26, 2014 - ORL vs. GSW","H","L","-15","11","3","6:48","14.7","0","0.8","4.6","2","Bogut, Andrew","101106","1.8","0","0","nikola vucevic","202696"
"44020","21400150","NOV 17, 2014 - ORL @ DET","A","W","14","7","2","6:56","10.3","3","3.8","6.9","2","Drummond, Andre","203083","3","0","0","nikola vucevic","202696"
"44162","21400029","NOV 01, 2014 - ORL vs. TOR","H","L","-13","11","4","3:34","9.6","1","1.8","6.2","2","Valanciunas, Jonas","202685","1.3","0","0","nikola vucevic","202696"
"44310","21400371","DEC 17, 2014 - ORL @ BOS","A","L","-17","6","3","1:18","8","8","6.4","9.6","2","Pressey, Phil","203515","1.8","0","0","ben gordon","2732"
"44553","21400561","JAN 11, 2015 - CLE @ SAC","A","L","-19","2","3","4:40","19","0","0.8","24.4","3","McLemore, Ben","203463","8.7","0","0","matthew dellavedova","203521"
"44748","21400809","FEB 20, 2015 - CLE @ WAS","A","W","38","15","3","4:36","2.7","2","5","4.1","2","Gortat, Marcin","101162","0.6","0","0","kyrie irving","202681"
"44764","21400800","FEB 12, 2015 - CLE @ CHI","A","L","-15","13","3","2:10","14.7","9","9.4","2.6","2","Gasol, Pau","2200","0.5","0","0","kyrie irving","202681"
"44803","21400747","FEB 06, 2015 - CLE @ IND","A","L","-4","6","1","2:05","8.8","6","4.1","10","2","Watson, CJ","201228","1.7","0","0","kyrie irving","202681"
"45097","21400523","JAN 07, 2015 - CLE vs. HOU","H","L","-12","14","3","7:16","10","0","1","25.7","3","Ariza, Trevor","2772","2.1","0","0","kyrie irving","202681"
"45222","21400401","DEC 21, 2014 - CLE vs. MEM","H","W","14","8","3","11:03","7.8","1","2.2","5.6","2","Conley, Mike","201144","2.9","0","0","kyrie irving","202681"
"45299","21400326","DEC 11, 2014 - CLE @ OKC","A","L","-9","12","3","1:49","12","12","10.8","14.1","2","Durant, Kevin","201142","4.6","0","0","kyrie irving","202681"
"45614","21400700","JAN 30, 2015 - CLE vs. SAC","H","W","11","1","1","5:07","21.1","1","1.2","8.8","2","Gay, Rudy","200752","3.5","0","0","shawn marion","1890"
"45758","21400253","DEC 02, 2014 - CLE vs. MIL","H","W","3","10","4","5:58","10.9","0","0.8","22.6","3","Bayless, Jerryd","201573","4.4","0","0","shawn marion","1890"
"45910","21400854","FEB 26, 2015 - CLE vs. GSW","H","W","11","2","1","9:10","19.2","4","3.9","7.3","2","Bogut, Andrew","101106","5.5","0","0","lebron james","2544"
"46160","21400676","JAN 27, 2015 - CLE @ DET","A","W","8","24","4","3:30","6.3","17","15.9","4.8","2","Caldwell-Pope, Kentavious","203484","3.4","0","0","lebron james","2544"
"46198","21400643","JAN 23, 2015 - CLE vs. CHA","H","W","39","13","3","6:31","11.9","0","1.8","26.7","3","Kidd-Gilchrist, Michael","203077","2.5","0","0","lebron james","2544"
"46200","21400643","JAN 23, 2015 - CLE vs. CHA","H","W","39","15","3","3:26","13","0","1","4.2","2","Kidd-Gilchrist, Michael","203077","0.7","0","0","lebron james","2544"
"46775","21400022","OCT 31, 2014 - CLE @ CHI","A","W","6","8","1","2:25","17.5","5","6.9","20.8","2","Gasol, Pau","2200","11.5","0","0","lebron james","2544"
"46778","21400022","OCT 31, 2014 - CLE @ CHI","A","W","6","11","2","6:18","15.7","4","8","2.8","2","Gibson, Taj","201959","1.9","0","0","lebron james","2544"
"46878","21400718","FEB 02, 2015 - CLE vs. PHI","H","W","13","2","3","0:19","0","0","0.7","1.5","2","Sims, Henry","203156","0.1","0","0","tristan thompson","202684"
"46890","21400681","JAN 28, 2015 - CLE vs. POR","H","W","5","4","1","2:59","1","0","1.9","1.7","2","Aldridge, LaMarcus","200746","0.4","0","0","tristan thompson","202684"
"46892","21400681","JAN 28, 2015 - CLE vs. POR","H","W","5","6","4","9:52","24","0","1.3","0.9","2","Aldridge, LaMarcus","200746","0","0","0","tristan thompson","202684"
"47442","21400643","JAN 23, 2015 - CLE vs. CHA","H","W","39","6","3","7:14","12.4","3","6.1","13.5","2","Biyombo, Bismack","202687","4.5","0","0","kevin love","201567"
"47681","21400370","DEC 17, 2014 - CLE vs. ATL","H","L","-29","8","3","10:10","14.2","0","0.8","24.3","3","Horford, Al","201143","5","0","0","kevin love","201567"
"47988","21400718","FEB 02, 2015 - CLE vs. PHI","H","W","13","1","2","0:51","12.8","0","0.8","22.8","3","Grant, Jerami","203924","8.9","0","0","mike miller","2034"
"48004","21400547","JAN 09, 2015 - CLE @ GSW","A","L","-18","3","3","8:56","19.3","0","1.3","25.3","3","Barnes, Harrison","203084","4.2","0","0","mike miller","2034"
"48174","21400896","MAR 04, 2015 - IND vs. NYK","H","W","23","2","2","7:54","4","0","0.7","3.3","2","Amundson, Lou","200811","5.1","0","0","lavoy allen","202730"
"48189","21400567","JAN 13, 2015 - IND vs. MIN","H","L","-9","2","1","0:02","0.4","1","2.7","15.2","2","Wiggins, Andrew","203952","3.1","0","0","lavoy allen","202730"
"48254","21400435","DEC 26, 2014 - IND @ DET","A","L","-10","6","4","9:48","11.1","0","0.8","20","2","Drummond, Andre","203083","7.3","0","0","lavoy allen","202730"
"48419","21400021","OCT 31, 2014 - IND vs. MEM","H","L","-8","2","2","1:06","11.7","1","1.6","9.9","2","Randolph, Zach","2216","1.3","0","0","lavoy allen","202730"
"48613","21400112","NOV 12, 2014 - IND @ MIA","A","W","6","14","4","5:23","2.5","1","1.5","23.9","3","Deng, Luol","2736","5.5","0","0","chris copeland","203142"
"48844","21400662","JAN 25, 2015 - IND @ ORL","A","W","7","4","4","11:43","24","0","0","2.6","2","Harris, Tobias","202699","2.2","0","0","luis scola","2449"
"49008","21400356","DEC 15, 2014 - IND vs. LAL","H","W","19","2","2","9:06","10.1","0","0.9","19.4","2","Sacre, Robert","203135","4.8","0","0","luis scola","2449"
"49076","21400238","NOV 29, 2014 - IND @ CLE","A","L","-12","4","2","4:10","11.7","3","3.2","7.9","2","Thompson, Tristan","202684","2.7","0","0","luis scola","2449"
"49436","21400112","NOV 12, 2014 - IND @ MIA","A","W","6","7","3","8:30","13.7","2","2.1","9.7","2","Wade, Dwyane","2548","2.2","0","0","donald sloan","202388"
"49498","21400049","NOV 04, 2014 - IND vs. MIL","H","L","-6","5","2","6:03","0.8","0","0.8","23.9","3","Middleton, Khris","203114","4.5","0","0","donald sloan","202388"
"49530","21400005","OCT 29, 2014 - IND vs. PHI","H","W","12","5","2","2:33","10","1","1.8","20.6","2","Noel, Nerlens","203457","5.9","0","0","donald sloan","202388"
"50310","21400508","JAN 04, 2015 - IND @ LAL","A","L","-1","18","4","2:19","10.2","0","0.6","13.4","2","Young, Nick","201156","1.7","0","0","cj miles","101139"
"50405","21400398","DEC 20, 2014 - IND @ DEN","A","L","-3","19","4","0:00","0","0","0.6","30.3","3","Chandler, Wilson","201163","4.8","0","0","cj miles","101139"
"51415","21400435","DEC 26, 2014 - IND @ DET","A","L","-10","9","3","7:41","5.6","2","5","9.4","2","Anthony, Joel","201202","3.4","0","0","roy hibbert","201579"
"51469","21400342","DEC 13, 2014 - IND vs. POR","H","L","-10","8","3","10:08","5.4","1","2.4","5.8","2","Lopez, Robin","201577","0.7","0","0","roy hibbert","201579"
"51559","21400122","NOV 14, 2014 - IND vs. DEN","H","L","-21","6","2","3:40","4.6","3","6.4","8.7","2","Hickson, JJ","201581","3.5","0","0","roy hibbert","201579"
"51562","21400122","NOV 14, 2014 - IND vs. DEN","H","L","-21","9","3","9:21","4.4","3","5.6","8.8","2","Mozgov, Timofey","202389","1.2","0","0","roy hibbert","201579"
"51739","21400768","FEB 08, 2015 - IND @ CHA","A","W","1","4","1","5:35","6","0","4.9","19.7","2","Zeller, Cody","203469","2.8","0","0","david west","2561"
"51813","21400662","JAN 25, 2015 - IND @ ORL","A","W","7","11","3","8:49","14.5","0","0.8","18.3","2","Vucevic, Nikola","202696","6.5","0","0","david west","2561"
"52590","21400083","NOV 08, 2014 - IND vs. WAS","H","L","-7","1","1","8:03","18.9","1","2.7","4","2","Pierce, Paul","1718","0.4","0","0","solomon hill","203524"
"52678","21400880","MAR 01, 2015 - BOS vs. GSW","H","L","-5","5","1","2:11","20.4","1","1.8","3.6","2","Thompson, Klay","202691","0.3","0","0","avery bradley","202340"
"52747","21400829","FEB 22, 2015 - BOS @ LAL","A","L","-7","13","4","6:33","10.6","0","0.8","24.5","3","Lin, Jeremy","202391","4.5","0","0","avery bradley","202340"
"52879","21400686","JAN 28, 2015 - BOS @ MIN","A","L","-12","4","1","9:07","19.4","0","0.9","22.3","3","LaVine, Zach","203897","4.4","0","0","avery bradley","202340"
"53179","21400302","DEC 08, 2014 - BOS @ WAS","A","L","-1","9","3","6:20","16","0","0.9","24.4","3","Beal, Bradley","203078","3.8","0","0","avery bradley","202340"
"53237","21400223","NOV 28, 2014 - BOS vs. CHI","H","L","-7","4","1","5:22","16","2","2.9","20.4","2","Noah, Joakim","201149","4.4","0","0","avery bradley","202340"
"53472","21400716","FEB 01, 2015 - BOS vs. MIA","H","L","-8","7","2","10:19","14.2","4","3","14.4","2","Johnson, Tyler","204020","3.3","0","0","marcus thornton","201977"
"53535","21400614","JAN 19, 2015 - BOS @ LAC","A","L","-9","3","2","11:37","1.5","5","4","28.8","3","Barnes, Matt","2440","4.4","0","0","marcus thornton","201977"
"53538","21400614","JAN 19, 2015 - BOS @ LAC","A","L","-9","6","3","4:52","8.8","2","1.8","3.5","2","Jordan, DeAndre","201599","3.3","0","0","marcus thornton","201977"
"53615","21400294","DEC 07, 2014 - BOS vs. WAS","H","W","8","6","2","4:11","12.3","1","1.2","4.6","2","Pierce, Paul","1718","1.8","0","0","marcus thornton","201977"
"53704","21400046","NOV 03, 2014 - BOS @ DAL","A","L","-5","2","2","0:59","21","4","4.2","19.8","2","Parsons, Chandler","202718","5.9","0","0","marcus thornton","201977"
"53723","21400898","MAR 04, 2015 - BOS vs. UTA","H","W","1","1","1","8:43","13.9","0","0.6","7.8","2","Gobert, Rudy","203497","4.3","0","0","tyler zeller","203092"
"53881","21400649","JAN 23, 2015 - BOS @ DEN","A","W","1","2","1","4:37","13.6","1","1.3","7","2","Hickson, JJ","201581","3.4","0","0","tyler zeller","203092"
"54377","21400527","JAN 07, 2015 - BOS @ BKN","A","W","8","1","1","4:43","7.6","0","1.3","24.8","3","Johnson, Joe","2207","9.7","0","0","evan turner","202323"
"54739","21400698","JAN 30, 2015 - BOS vs. HOU","H","L","-6","10","4","6:34","11.6","0","0","19.9","2","Motiejunas, Donatas","202700","5.7","0","0","jared sullinger","203096"
"55020","21400371","DEC 17, 2014 - BOS vs. ORL","H","W","17","3","1","8:28","10.5","3","5.1","6.4","2","Frye, Channing","101112","5.5","0","0","jared sullinger","203096"
"55146","21400194","NOV 23, 2014 - BOS vs. POR","H","L","-6","10","3","9:25","18","0","1.2","25.3","3","Lopez, Robin","201577","5.7","0","0","jared sullinger","203096"
"55547","21400538","JAN 09, 2015 - BOS @ IND","A","L","-4","1","1","2:16","0","0","0.9","17.1","2","Hibbert, Roy","201579","6.6","0","0","brandon bass","101138"
"55592","21400418","DEC 23, 2014 - BOS @ ORL","A","L","-5","1","2","9:58","10.7","3","3.3","10.6","2","Frye, Channing","101112","3.9","0","0","brandon bass","101138"
"55689","21400254","DEC 02, 2014 - BOS @ ATL","A","L","-4","3","2","11:27","18.3","0","0.8","2.4","2","Mack, Shelvin","202714","1.4","0","0","brandon bass","101138"
"56235","21400371","DEC 17, 2014 - BOS vs. ORL","H","W","17","2","2","11:25","12.9","0","1.5","24.5","3","O'Quinn, Kyle","203124","5.3","0","0","kelly olynyk","203482"
"56941","21400241","NOV 30, 2014 - BOS vs. SAS","H","L","-22","7","1","5:23","10","0","0.7","17.2","2","Leonard, Kawhi","202695","3","0","0","jeff green","201145"
"56960","21400194","NOV 23, 2014 - BOS vs. POR","H","L","-6","1","1","11:49","14.1","0","1.4","3.2","2","Lopez, Robin","201577","0","0","0","jeff green","201145"
"57318","21400397","DEC 20, 2014 - SAS @ DAL","A","L","-6","7","2","8:09","7.1","0","0.6","7","2","Ellis, Monta","101145","4.1","0","0","marco belinelli","201158"
"57340","21400390","DEC 19, 2014 - SAS vs. POR","H","L","-10","13","7","2:57","16.7","0","1","25.8","3","Wright, Dorell","2748","9.5","0","0","marco belinelli","201158"
"57373","21400339","DEC 12, 2014 - SAS vs. LAL","H","L","-2","6","4","8:15","0","0","1.1","24.3","3","Ellington, Wayne","201961","11.6","0","0","marco belinelli","201158"
"57543","21400739","FEB 04, 2015 - SAS vs. ORL","H","W","7","6","4","10:50","6.1","5","6","4.5","2","Harkless, Maurice","203090","4","0","0","manu ginobili","1938"
"57623","21400574","JAN 14, 2015 - SAS @ CHA","A","W","5","7","3","4:25","13.3","0","1.3","25.1","3","Kidd-Gilchrist, Michael","203077","4.8","0","0","manu ginobili","1938"
"57761","21400339","DEC 12, 2014 - SAS vs. LAL","H","L","-2","2","1","3:34","0","4","5","13.6","2","Lin, Jeremy","202391","4.7","0","0","manu ginobili","1938"
"58127","21400390","DEC 19, 2014 - SAS vs. POR","H","L","-10","9","5","4:05","16","9","7.6","18.5","2","Lillard, Damian","203081","5.9","0","0","cory joseph","202709"
"58245","21400139","NOV 15, 2014 - SAS @ SAC","A","L","-3","1","1","2:41","16.6","7","5.8","0.7","2","McLemore, Ben","203463","2.7","0","0","cory joseph","202709"
"58248","21400131","NOV 14, 2014 - SAS @ LAL","A","W","13","2","1","0:45","20.7","2","1.9","4.4","2","Johnson, Wesley","202325","2.4","0","0","cory joseph","202709"
"59377","21400159","NOV 19, 2014 - SAS @ CLE","A","W","2","13","4","2:38","6.3","0","0.9","24.9","3","Love, Kevin","201567","8.7","0","0","boris diaw","2564"
"59485","21400836","FEB 23, 2015 - SAS @ UTA","A","L","-9","4","4","5:59","8.8","2","2.2","3.2","2","Gobert, Rudy","203497","2.3","0","0","danny green","201980"
"59527","21400757","FEB 06, 2015 - SAS vs. MIA","H","W","13","1","1","11:38","22.3","0","0.9","24.7","3","Napier, Shabazz","203894","4.6","0","0","danny green","201980"
"59615","21400574","JAN 14, 2015 - SAS @ CHA","A","W","5","1","1","9:16","7.4","0","1.2","22.2","3","Henderson, Gerald","201945","4.4","0","0","danny green","201980"
"59695","21400468","DEC 30, 2014 - SAS @ MEM","A","L","-8","3","1","8:48","8","0","0.7","23.2","3","Allen, Tony","2754","3.7","0","0","danny green","201980"
"60344","21400802","FEB 19, 2015 - SAS @ LAC","A","L","-4","14","3","4:24","5.9","1","1.6","21","2","Paul, Chris","101108","4.2","0","0","tony parker","2225"
"61221","21400354","DEC 14, 2014 - SAS @ DEN","A","W","8","10","2","1:27","0.4","1","3.3","12","2","Arthur, Darrell","201589","2.7","0","0","tim duncan","1495"
"61573","21400081","NOV 07, 2014 - DEN vs. CLE","H","L","-9","1","2","7:15","15.6","1","2.6","16.9","2","Waiters, Dion","203079","3.3","0","0","alonzo gee","202087"
"61579","21400067","NOV 05, 2014 - DEN @ SAC","A","L","-22","2","3","0:48","11.6","0","0.7","3.5","2","Gay, Rudy","200752","3.2","0","0","alonzo gee","202087"
"61604","21400895","MAR 03, 2015 - DEN vs. MIL","H","W","11","3","2","8:10","4.8","2","2.7","2.8","2","Middleton, Khris","203114","0.5","0","0","wilson chandler","201163"
"62071","21400304","DEC 08, 2014 - DEN @ TOR","A","L","-5","6","2","6:03","18.3","7","6.9","11.9","2","Ross, Terrence","203082","3.6","0","0","wilson chandler","201163"
"62410","21400354","DEC 14, 2014 - DEN vs. SAS","H","L","-8","3","2","0:46","15.2","8","7.3","5.3","2","Ginobili, Manu","1938","3","0","0","nate robinson","101126"
"62574","21400834","FEB 23, 2015 - DEN vs. BKN","H","L","-28","3","1","3:16","6.7","2","3.6","19.3","2","Lopez, Brook","201572","6.2","0","0","ty lawson","201951"
"63361","21400718","FEB 02, 2015 - CLE vs. PHI","H","W","13","10","3","6:11","13","0","0.7","5.2","2","Sampson, JaKarr","203960","2.3","0","0","timofey mozgov","202389"
"63395","21400658","JAN 25, 2015 - CLE vs. OKC","H","W","10","3","4","7:14","14.8","0","0.6","4.4","2","Ibaka, Serge","201586","2.1","0","0","timofey mozgov","202389"
"63415","21400620","JAN 19, 2015 - CLE vs. CHI","H","W","14","3","1","5:56","9.3","0","0.8","6.5","2","Gasol, Pau","2200","2.2","0","0","timofey mozgov","202389"
"63485","21400440","DEC 26, 2014 - DEN vs. MIN","H","W","4","3","1","4:57","14.3","0","0.7","4.8","2","Dieng, Gorgui","203476","2.6","0","0","timofey mozgov","202389"
"63734","21400782","FEB 09, 2015 - DEN vs. OKC","H","L","-10","8","4","10:44","19.6","4","3.9","24.4","3","Waiters, Dion","203079","5.2","0","0","arron afflalo","201167"
"63796","21400687","JAN 28, 2015 - DEN @ NOP","A","W","8","8","2","0:38","14.7","2","3.4","8.2","2","Pondexter, Quincy","202347","1.8","0","0","arron afflalo","201167"
"63918","21400546","JAN 09, 2015 - DEN @ SAC","A","W","10","13","3","5:58","11.3","0","0.8","22.3","3","Cousins, DeMarcus","202326","5.4","0","0","arron afflalo","201167"
"64061","21400391","DEC 19, 2014 - DEN vs. LAC","H","W","3","5","1","6:24","15.2","1","4.2","20.8","2","Redick, JJ","200755","3.8","0","0","arron afflalo","201167"
"64332","21400067","NOV 05, 2014 - DEN @ SAC","A","L","-22","1","1","4:13","9.3","0","0.8","22.8","3","McLemore, Ben","203463","4.9","0","0","arron afflalo","201167"
"64383","21400834","FEB 23, 2015 - DEN vs. BKN","H","L","-28","1","1","9:18","23.1","0","0.2","4.3","2","Plumlee, Mason","203486","1.5","0","0","jusuf nurkic","203994"
"64688","21400834","FEB 23, 2015 - DEN vs. BKN","H","L","-28","9","2","2:42","12","0","0.7","17.2","2","Jefferson, Cory","203928","4.7","0","0","darrell arthur","201589"
"65230","21400398","DEC 20, 2014 - DEN vs. IND","H","W","3","11","4","10:41","21.3","0","1.1","2.8","2","Scola, Luis","2449","1.6","0","0","danilo gallinai","201568"
"65298","21400197","NOV 23, 2014 - DEN @ LAL","A","W","7","5","4","9:42","13.7","0","1.2","24.3","3","Johnson, Wesley","202325","5","0","0","danilo gallinai","201568"
"65486","21400687","JAN 28, 2015 - DEN @ NOP","A","W","8","5","1","0:43","6.4","0","0.8","5.5","2","Davis, Anthony","203076","1.8","0","0","kenneth faried","202702"
"65581","21400530","JAN 07, 2015 - DEN vs. ORL","H","W","3","6","4","5:17","14.7","1","1.9","7.4","2","Harris, Tobias","202699","1.7","0","0","kenneth faried","202702"
"65902","21400884","MAR 01, 2015 - DEN vs. NOP","H","L","-7","6","2","9:41","24","0","0.4","0.5","2","Babbitt, Luke","202337","1.8","0","0","jj hickson","201581"
"66032","21400546","JAN 09, 2015 - DEN @ SAC","A","W","10","4","1","0:28","16","0","0.8","11.2","2","Stauskas, Nik","203917","4.4","0","0","jj hickson","201581"
"66042","21400530","JAN 07, 2015 - DEN vs. ORL","H","W","3","3","2","5:20","8","0","2.5","5","2","Nicholson, Andrew","203094","2.2","0","0","jj hickson","201581"
"66081","21400421","DEC 23, 2014 - DEN @ BKN","A","L","-6","3","1","4:40","16.2","1","2.8","15.2","2","Garnett, Kevin","708","4.4","0","0","jj hickson","201581"
"66381","21400622","JAN 19, 2015 - PHX vs. LAL","H","W","15","1","1","10:46","18.1","0","0.8","22.5","3","Johnson, Wesley","202325","9.2","0","0","pj tucker","200782"
"66601","21400095","NOV 09, 2014 - PHX vs. GSW","H","W","12","4","4","9:55","16.1","0","0.6","22.7","3","Green, Draymond","203110","4.3","0","0","pj tucker","200782"
"67136","21400284","DEC 05, 2014 - PHX @ DAL","A","W","12","10","3","8:10","19.3","1","0.9","23.2","3","Parsons, Chandler","202718","5.6","0","0","goran dragic","201609"
"67505","21400634","JAN 21, 2015 - PHX vs. POR","H","W","5","11","4","8:43","9","2","2.5","14.7","2","Blake, Steve","2581","4.9","0","0","gerald green","101123"
"68312","21400531","JAN 07, 2015 - PHX @ MIN","A","W","2","7","2","2:50","16","0","0.8","25.7","3","Wiggins, Andrew","203952","8.2","0","0","isaiah thomas","202738"
"68328","21400507","JAN 04, 2015 - PHX vs. TOR","H","W","16","1","1","1:13","20.6","2","2.6","14.4","2","Vasquez, Greivis","202349","3.5","0","0","isaiah thomas","202738"
"68764","21400704","JAN 30, 2015 - PHX vs. CHI","H","W","6","8","3","0:47","3.6","4","4.4","10.8","2","Butler, Jimmy","202710","2.9","0","0","marcus morris","202694"
"69198","21400855","FEB 26, 2015 - PHX vs. OKC","H","W","4","12","5","3:59","17.3","7","7.6","4.4","2","Kanter, Enes","202683","1.7","0","0","eric bledsoe","202339"
"69441","21400560","JAN 11, 2015 - PHX @ MEM","A","L","-12","16","6","0:04","0","0","-0.1","32.1","3","Lee, Courtney","201584","12.6","0","0","eric bledsoe","202339"
"69471","21400520","JAN 06, 2015 - PHX @ MIL","A","W","6","2","1","5:46","9.4","9","8.5","23.4","3","Pachulia, Zaza","2585","4.7","0","0","eric bledsoe","202339"
"69571","21400425","DEC 23, 2014 - PHX vs. DAL","H","W","9","4","1","4:38","1","2","5.7","15.4","2","Jefferson, Richard","2210","4.3","0","0","eric bledsoe","202339"
"69665","21400313","DEC 09, 2014 - PHX vs. MIA","H","L","-6","4","2","3:12","18.9","3","3.1","21.4","2","Bosh, Chris","2547","5.8","0","0","eric bledsoe","202339"
"69835","21400141","NOV 15, 2014 - PHX @ LAC","A","L","-13","3","3","11:47","11.1","4","5.5","19.2","2","Redick, JJ","200755","4.1","0","0","eric bledsoe","202339"
"70392","21400756","FEB 06, 2015 - PHX vs. UTA","H","W","7","14","3","2:03","6.9","1","1.6","2.6","2","Favors, Derrick","202324","2.7","0","0","markieff morris","202693"
"70520","21400622","JAN 19, 2015 - PHX vs. LAL","H","W","15","11","4","4:15","10","0","0.7","22.2","3","Boozer, Carlos","2430","3.2","0","0","markieff morris","202693"
"71123","21400804","FEB 20, 2015 - PHI vs. IND","H","L","-11","6","3","8:23","19.5","0","1","26.5","3","Miles, CJ","101139","4.8","0","0","robert covington","203496"
"71149","21400750","FEB 06, 2015 - PHI @ BOS","A","L","-11","2","1","8:16","11","1","2.1","26.4","3","Smart, Marcus","203935","3.4","0","0","robert covington","203496"
"71155","21400750","FEB 06, 2015 - PHI @ BOS","A","L","-11","8","4","5:46","21.1","0","0.9","22.9","3","Sullinger, Jared","203096","6.6","0","0","robert covington","203496"
"71212","21400696","JAN 30, 2015 - PHI vs. MIN","H","W","9","12","4","10:38","11","2","1.8","3","2","Pekovic, Nikola","201593","0.1","0","0","robert covington","203496"
"71408","21400441","DEC 26, 2014 - PHI @ POR","A","L","-21","3","1","0:59","18","0","0.9","25.6","3","Matthews, Wesley","202083","3.4","0","0","robert covington","203496"
"71561","21400173","NOV 21, 2014 - PHI vs. PHX","H","L","-26","2","2","0:01","0","1","1.4","14.1","2","Warren, TJ","203933","1.4","0","0","robert covington","203496"
"71661","21400726","FEB 03, 2015 - PHI vs. DEN","H","W","7","4","2","3:09","11","4","3.6","8.3","2","Hickson, JJ","201581","1.7","0","0","nerles noel","203457"
"71887","21400319","DEC 10, 2014 - PHI @ ATL","A","L","-16","4","3","8:54","16.4","0","0","3.1","2","Korver, Kyle","2594","3.8","0","0","nerles noel","203457"
"72355","21400641","JAN 23, 2015 - PHI vs. TOR","H","L","-5","5","3","5:26","16.4","6","6","3.8","2","Valanciunas, Jonas","202685","2","0","0","michael carter-williams","203487"
"72493","21400524","JAN 07, 2015 - PHI vs. MIL","H","L","-20","1","1","9:05","8","0","1","22","3","Knight, Brandon","202688","6.2","0","0","michael carter-williams","203487"
"72561","21400450","DEC 27, 2014 - PHI @ UTA","A","L","-17","10","2","5:06","4.1","3","3.9","20.8","2","Burke, Trey","203504","2.7","0","0","michael carter-williams","203487"
"72702","21400277","DEC 05, 2014 - PHI vs. OKC","H","L","-12","3","1","4:21","15.8","9","7.5","23.9","3","Westbrook, Russell","201566","5.1","0","0","michael carter-williams","203487"
"72979","21400627","JAN 21, 2015 - PHI vs. NYK","H","L","-7","3","1","4:46","8.1","1","2.7","4.5","2","Thomas, Lance","202498","2.1","0","0","kj mcdaniels","203909"
"73014","21400589","JAN 16, 2015 - PHI vs. NOP","H","W","15","6","3","1:08","17.9","0","1.1","25.5","3","Pondexter, Quincy","530027","6.2","0","0","kj mcdaniels","203909"
"73069","21400502","JAN 03, 2015 - PHI @ LAC","A","L","-36","8","4","0:58","11","3","2.6","7","2","Bullock, Reggie","203493","2.2","0","0","kj mcdaniels","203909"
"73648","21400005","OCT 29, 2014 - PHI @ IND","A","L","-12","1","1","11:32","12.9","0","0.8","25.3","3","Miles, CJ","101139","5.9","0","0","hollis thompson","203138"
"73735","21400671","JAN 26, 2015 - PHI @ NOP","A","L","-25","6","4","6:17","22.4","0","2.6","3.2","2","Ajinca, Alexis","201582","2.3","0","0","jakarr sampson","203960"
"73739","21400654","JAN 24, 2015 - PHI @ MEM","A","L","-18","1","1","2:05","4.2","0","0.9","22.4","3","Leuer, Jon","202720","5.1","0","0","jakarr sampson","203960"
"73856","21400043","NOV 03, 2014 - PHI vs. HOU","H","L","-11","1","3","3:14","11.3","0","1.2","23.6","3","Harden, James","201935","5.2","0","0","jakarr sampson","203960"
"74100","21400502","JAN 03, 2015 - PHI @ LAC","A","L","-36","7","3","2:42","10.9","0","0.9","24.2","3","Crawford, Jamal","2037","4.7","0","0","luc mbah a moute","201601"
"74181","21400332","DEC 12, 2014 - PHI @ BKN","A","L","-18","7","4","4:21","4.2","0","1.6","1.3","2","Anderson, Alan","101187","1.3","0","0","luc mbah a moute","201601"
